#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520527959808970167,0.0416151929,0.0201004829,0.0168230342,-0.0010952688,2.7784131268,9.9676052574
1520527959813987167,0.0491315253,0.0128610724,0.0010617934,-0.1081237952,2.7844171647,10.0093161991
1520527959819002167,0.0528738002,0.0024156837,-0.0149874463,-0.0973006858,2.8060008493,9.9859469264
1520527959824018167,0.0561067460,-0.0129834389,-0.0310735451,-0.1021109567,2.8815470707,10.0033522376
1520527959829034167,0.0580767329,-0.0321666820,-0.0488094858,-0.0804647378,2.9367058443,10.0205199162
1520527959834050167,0.0605462282,-0.0571934443,-0.0606388119,-0.0467928419,3.0014568046,10.0294261820
1520527959839066167,0.0645163420,-0.0886351744,-0.0706260249,0.0097278406,3.0110455260,10.0428124171
1520527959844083167,0.0699930531,-0.1238774244,-0.0757751123,0.1480231276,3.0086364743,10.0042800677
1520527959849098167,0.0774814211,-0.1617573730,-0.0749959315,0.2983440917,2.9558625881,10.0551648645
1520527959854114167,0.0879862885,-0.2028588523,-0.0677537038,0.4354368110,2.9162802769,10.1526513124
1520527959859128167,0.1017657325,-0.2410575897,-0.0558960324,0.5388576343,2.8802980095,10.2155976752
1520527959864146167,0.1142961154,-0.2745983092,-0.0426477286,0.5821500720,2.7339995061,10.3326954919
1520527959869162167,0.1313519512,-0.3043390595,-0.0331665682,0.6110116971,2.5301433862,10.4953135119
1520527959874178167,0.1411364376,-0.3241850607,-0.0200791913,0.6531015671,2.4150226275,10.5705554485
1520527959879193167,0.1524426228,-0.3326613756,-0.0088017357,0.6110116971,2.2723281952,10.6629136492
1520527959884209167,0.1620029162,-0.3309377359,0.0017451572,0.4871472227,2.1716100466,10.7141896845
1520527959889225167,0.1635288215,-0.3228016882,0.0104620720,0.3789161285,2.1572287909,10.8256608473
1520527959894241167,0.1605440696,-0.3027089922,0.0149497999,0.2093540810,2.1140729417,10.9226491608
1520527959899258167,0.1555454183,-0.2811419504,0.0126887296,0.0241586532,2.1560572802,10.9557886993
1520527959904273167,0.1399935884,-0.2554858202,0.0053380128,-0.1393905558,2.2136287583,11.0003237850
1520527959909288167,0.1264477112,-0.2309849708,-0.0055424267,-0.2199625925,2.2951765823,10.9661641901
1520527959914305167,0.1046034762,-0.2093961167,-0.0183235164,-0.2380011082,2.3779186764,10.9639347936
1520527959919321167,0.0857685820,-0.1915904379,-0.0324918365,-0.1454033943,2.4438641879,11.0024820851
1520527959924336167,0.0626564131,-0.1787450688,-0.0447961934,-0.0059055396,2.5110051870,10.9778159365
1520527959929351167,0.0365223582,-0.1737828320,-0.0517440550,0.1853027267,2.5337739631,10.8771503789
1520527959934368167,0.0141517873,-0.1787509589,-0.0495759419,0.4077777536,2.4749987553,10.8808529609
1520527959939385167,-0.0107350375,-0.1898558994,-0.0412272908,0.5701243949,2.4090333879,10.8549320689
1520527959944400167,-0.0308449931,-0.2024297321,-0.0277582508,0.6302527805,2.2735258371,10.8161282009
1520527959949415167,-0.0524589153,-0.2126752646,-0.0134569881,0.6963940047,2.2003731199,10.7527999790
1520527959954431167,-0.0720584011,-0.2205918469,0.0019405091,0.7288633330,2.0840539701,10.7351652091
1520527959959447167,-0.0866383319,-0.2325829298,0.0162153650,0.7589275258,1.9857221138,10.6582669675
1520527959964464167,-0.0999534533,-0.2384544454,0.0305345721,0.7493069841,1.8766010846,10.6480077222
1520527959969480167,-0.1125021839,-0.2352934736,0.0451918406,0.6506964316,1.7866732329,10.5979209033
1520527959974495167,-0.1232896587,-0.2274558200,0.0547410394,0.4919574935,1.6655724133,10.5693683312
1520527959979510167,-0.1323162734,-0.2152328692,0.0591799453,0.3717007222,1.5588582816,10.5625079004
1520527959984527167,-0.1400807996,-0.1962959270,0.0593389143,0.2430259770,1.5109026863,10.5010513414
1520527959989544167,-0.1455846007,-0.1767695023,0.0573337617,0.1889104299,1.4905215138,10.4458150379
1520527959994559167,-0.1523436179,-0.1554916205,0.0539915519,0.1540359662,1.4413594726,10.3450959035
1520527959999575167,-0.1581011760,-0.1356644401,0.0484719925,0.1035281222,1.4365668446,10.2479721010
1520527960004591167,-0.1676267149,-0.1126240371,0.0394667912,0.0674510909,1.4317730927,10.1425728303
1520527960009606167,-0.1753979607,-0.0942501963,0.0323165748,0.1011229868,1.3921988362,10.0876629110
1520527960014623167,-0.1839343623,-0.0828640522,0.0229500374,0.1432128568,1.3466282221,10.0094340240
1520527960019639167,-0.1927267712,-0.0752674622,0.0140961584,0.1696693465,1.3634141275,9.9464043685
1520527960024655167,-0.2020310613,-0.0746650262,0.0054604046,0.2358105707,1.3310321847,9.9004685483
1520527960029671167,-0.2095851001,-0.0795938364,-0.0048441302,0.2863184146,1.3178377064,9.8593147603
1520527960034686167,-0.2186467124,-0.0845239658,-0.0148753187,0.4546778944,1.2794521004,9.8042548494
1520527960039701167,-0.2231775165,-0.0862572913,-0.0211028118,0.6615195411,1.2014918634,9.8511276328
1520527960044718167,-0.2264502976,-0.0909221805,-0.0205912220,0.8671586200,1.1319257030,9.8770853447
1520527960049734167,-0.2284574931,-0.0947386474,-0.0103356443,1.0030487715,1.0779538003,9.9420574990
1520527960054749167,-0.2307087818,-0.0968229310,0.0058857484,1.0463412092,1.0167942670,9.9521550489
1520527960059765167,-0.2319489397,-0.0959995315,0.0245624181,1.0848233760,0.9832153380,9.9831911153
1520527960064782167,-0.2316835039,-0.0966317354,0.0429546261,0.9838076881,0.8932876737,9.9470734340
1520527960069798167,-0.2258871574,-0.0937571462,0.0583872384,0.8900074065,0.8153508516,9.9782781782
1520527960074814167,-0.2180813336,-0.0876590572,0.0673474693,0.8154482083,0.7757850246,9.9465024492
1520527960079829167,-0.2080186502,-0.0815440567,0.0703514900,0.6025937231,0.7841955854,9.8637295502
1520527960084845167,-0.1979579310,-0.0710320647,0.0636492048,0.3584724774,0.7710240537,9.8254435009
1520527960089861167,-0.1841283330,-0.0564188164,0.0493957568,0.2358105707,0.7650379049,9.7011317163
1520527960094877167,-0.1660279604,-0.0374090883,0.0262397062,0.1612513725,0.7494548863,9.5833339479
1520527960099893167,-0.1479351973,-0.0233499834,0.0019636796,0.2069489456,0.7026848507,9.5213411304
1520527960104908167,-0.1325991158,-0.0058048168,-0.0187634394,0.2911286855,0.6103444819,9.3823166850
1520527960109923167,-0.1114784214,0.0108487931,-0.0322032231,0.4234111339,0.4520476434,9.3300491476
1520527960114940167,-0.0956322385,0.0266130701,-0.0407700487,0.5075908738,0.2793648663,9.2805881325
1520527960119957167,-0.0782785685,0.0429643490,-0.0506879580,0.5376550666,0.1474570782,9.4024492486
1520527960124971167,-0.0596675301,0.0578497279,-0.0571022196,0.5256293895,0.0275439724,9.5003033252
1520527960129989167,-0.0420597072,0.0741916357,-0.0635034990,0.6158219680,0.0167446841,9.5714888952
1520527960135004167,-0.0259581405,0.0905278537,-0.0680081567,0.7084196819,-0.0024487745,9.7298200370
1520527960140020167,-0.0073387948,0.1086053507,-0.0695281384,0.6591144056,0.0275335762,9.8592686897
1520527960145036167,0.0052471797,0.1252242905,-0.0713185799,0.6374681868,0.1450510236,9.9116612635
1520527960150052167,0.0198428470,0.1436025232,-0.0768870593,0.5857577751,0.3009433060,9.9759304843
1520527960155067167,0.0321693565,0.1605411580,-0.0892261010,0.4498676236,0.5012103403,9.9538149969
1520527960160083167,0.0437328663,0.1722411317,-0.1040386711,0.3091672012,0.7122700130,9.8736286080
1520527960165099167,0.0517687835,0.1792877727,-0.1226679191,0.2141643518,0.9089364416,9.8104436183
1520527960170116167,0.0587910217,0.1828497888,-0.1459212573,0.1143512317,1.0492436449,9.7055232255
1520527960175130167,0.0693316630,0.1864124550,-0.1689105838,0.1684667787,1.0900102046,9.6061745043
1520527960180147167,0.0735880694,0.1870515301,-0.1892050142,0.3055594980,1.0396356296,9.4851884128
1520527960185162167,0.0753359606,0.1856258907,-0.2005823243,0.4715138424,0.8585525006,9.4151831920
1520527960190179167,0.0760774137,0.1792281098,-0.2052319126,0.5653141240,0.6606870252,9.3145187585
1520527960195194167,0.0768255864,0.1733934303,-0.2025723155,0.6314553482,0.3537019255,9.2177163830
1520527960200210167,0.0732991268,0.1655166570,-0.1996497998,0.5749346657,0.0862980131,9.2080679878
1520527960205227167,0.0690160068,0.1585268536,-0.2015890408,0.4763241133,-0.1475266893,9.2510930059
1520527960210242167,0.0667529570,0.1588231795,-0.2037469844,0.4366393787,-0.3417843471,9.2737494408
1520527960215258167,0.0642485073,0.1664040201,-0.2058488841,0.3753084254,-0.4341133831,9.3662458102
1520527960220275167,0.0645052281,0.1742889831,-0.2122824290,0.3416365294,-0.4377081819,9.5339257892
1520527960225290167,0.0637591215,0.1809949025,-0.2138531733,0.2851158469,-0.3945347246,9.6820261129
1520527960230306167,0.0670222780,0.1824720442,-0.2208823185,0.1973284039,-0.2266482282,9.8372820204
1520527960235322167,0.0697725418,0.1763729914,-0.2279683306,0.1035281222,-0.0371767358,9.9553867986
1520527960240338167,0.0752733243,0.1609543588,-0.2364833448,0.0999204191,0.1402963279,9.9947617460
1520527960245354167,0.0807663208,0.1402929901,-0.2458500122,0.1179589348,0.2710012291,10.0490794780
1520527960250370167,0.0855039193,0.1164166265,-0.2517226368,0.1420102891,0.3021770069,10.0511392620
1520527960255386167,0.0947564953,0.0870086429,-0.2587280845,0.2550516541,0.2673931306,10.0431000338
1520527960260401167,0.1035074341,0.0555483873,-0.2611488802,0.4570830299,0.1786410044,10.0144908044
1520527960265417167,0.1150375575,0.0287229584,-0.2529879506,0.6013911554,0.0047544038,9.9679321376
1520527960270434167,0.1223027634,0.0039209788,-0.2393926071,0.6819631922,-0.1655298115,9.8766667166
1520527960275448167,0.1285720615,-0.0124239590,-0.2284363862,0.6567092702,-0.2746496232,9.8839917964
1520527960280465167,0.1328441690,-0.0185690407,-0.2182102613,0.5051857384,-0.3837596006,9.9367073774
1520527960285482167,0.1368704467,-0.0156587191,-0.2163016767,0.3801186962,-0.4389103194,10.0390850168
1520527960290497167,0.1403983177,-0.0054450421,-0.2213707749,0.2598619249,-0.3945327578,10.1866423952
1520527960295513167,0.1426737482,0.0100232622,-0.2301851665,0.2766978729,-0.2818148692,10.2897994184
1520527960300529167,0.1396738871,0.0284099000,-0.2414024390,0.3151800397,-0.1918823346,10.3834708165
1520527960305545167,0.1384395276,0.0464832612,-0.2442382790,0.4378419465,-0.1199434625,10.4670432490
1520527960310560167,0.1354513885,0.0642456094,-0.2400388817,0.5568961500,-0.0144283775,10.5296994640
1520527960315577167,0.1304488952,0.0776298462,-0.2334341838,0.6290502128,0.0563152878,10.5649546322
1520527960320593167,0.1194062875,0.0802115533,-0.2198663454,0.6867734630,0.0659039155,10.5446269876
1520527960325607167,0.1078566284,0.0757830810,-0.2001283720,0.7757634738,0.0515072996,10.4670733445
1520527960330625167,0.0960509622,0.0675650545,-0.1798777402,0.8731714585,-0.0072581676,10.3499681371
1520527960335640167,0.0822395236,0.0622579003,-0.1587895061,0.8515252397,-0.0720100646,10.2456490166
1520527960340655167,0.0644050651,0.0572492966,-0.1409381320,0.7649403644,-0.1451508869,10.1628887456
1520527960345672167,0.0493327925,0.0545903344,-0.1295672088,0.6747477859,-0.2266854112,10.1429275488
1520527960350687167,0.0302419497,0.0577764267,-0.1251785495,0.5400602021,-0.2758396786,10.1082599954
1520527960355703167,0.0088863047,0.0627281508,-0.1275359987,0.4450573527,-0.3094082113,10.0871367012
1520527960360719167,-0.0114667324,0.0688596470,-0.1350267944,0.2851158469,-0.3129931758,10.0863726939
1520527960365735167,-0.0315624372,0.0817032839,-0.1462545684,0.1624539402,-0.3309707289,10.1363941958
1520527960370751167,-0.0526643409,0.0968914434,-0.1626030629,0.0409946012,-0.2997836182,10.0898981015
1520527960375766167,-0.0737646215,0.1114888210,-0.1759799986,0.0229560855,-0.3321590047,10.0703488023
1520527960380782167,-0.0923506437,0.1249121755,-0.1858533973,0.1432128568,-0.3897271110,10.0401808261
1520527960385799167,-0.1144502940,0.1342212604,-0.1833062739,0.2863184146,-0.4940634734,10.0202953536
1520527960390814167,-0.1337834265,0.1403043456,-0.1726723615,0.3043569303,-0.5564201803,10.0073969999
1520527960395830167,-0.1563893009,0.1399662217,-0.1585641929,0.2081515133,-0.5971834619,9.9363202368
1520527960400846167,-0.1785022924,0.1355627514,-0.1496284529,0.0770716326,-0.5719913041,9.9120043649
1520527960405862167,-0.2013837721,0.1259388310,-0.1499298888,-0.0143235136,-0.6139541008,9.7816126092
1520527960410877167,-0.2230205385,0.1113786198,-0.1564940064,-0.0371723002,-0.6307402872,9.7179334585
1520527960415894167,-0.2429001851,0.0982891322,-0.1679201017,-0.0227414876,-0.6055594622,9.6724448275
1520527960420909167,-0.2622836556,0.0811233718,-0.1804604373,0.1179589348,-0.5911807353,9.5792519315
1520527960425925167,-0.2771410696,0.0636578011,-0.1892237544,0.2165694873,-0.5696038878,9.5666496292
1520527960430942167,-0.2887317321,0.0456085560,-0.1971859474,0.3608776128,-0.5684159866,9.4908666400
1520527960435959167,-0.3005708825,0.0278425842,-0.2021694457,0.4510701913,-0.5936049600,9.4609597180
1520527960440974167,-0.3053731403,0.0094922295,-0.2055471831,0.5580987177,-0.6283883680,9.4157904086
1520527960445990167,-0.3084129662,-0.0076977254,-0.2067549280,0.6001885877,-0.7135306162,9.4189501866
1520527960451006167,-0.3109389350,-0.0179000821,-0.2057458852,0.6254425097,-0.7051386000,9.4245069148
1520527960456021167,-0.3081772471,-0.0211100564,-0.2036111059,0.6254425097,-0.7267231277,9.4710137211
1520527960461036167,-0.2996292606,-0.0187778180,-0.2027975522,0.6037962908,-0.7183274588,9.4851619541
1520527960466054167,-0.2868010670,-0.0150073792,-0.1944055322,0.5893654783,-0.7842790582,9.4621238494
1520527960471069167,-0.2724698790,-0.0159036012,-0.1841580606,0.6158219680,-0.8730175100,9.4514935737
1520527960476084167,-0.2578862985,-0.0182668454,-0.1701345287,0.5160088478,-0.9557504255,9.3677092691
1520527960481101167,-0.2420500109,-0.0247148082,-0.1539800863,0.4246137016,-0.9629381499,9.3139851036
1520527960486116167,-0.2249626785,-0.0329003878,-0.1416289587,0.3500545034,-0.9701271855,9.2101248772
1520527960491133167,-0.2093903017,-0.0431116812,-0.1347015102,0.2779004406,-0.9485370383,9.1747796699
1520527960496149167,-0.1958286644,-0.0524445097,-0.1296574800,0.2430259770,-0.9761145519,9.0740394874
1520527960501164167,-0.1837800107,-0.0652730864,-0.1251784182,0.2959389563,-1.0168894473,9.0758885103
1520527960506181167,-0.1724835834,-0.0775221031,-0.1196113266,0.2947363886,-1.0936343407,9.0573807498
1520527960511195167,-0.1639499927,-0.0891916190,-0.1132230171,0.3151800397,-1.1763766222,9.1235046537
1520527960516213167,-0.1579311035,-0.1011491335,-0.1084555388,0.2730901698,-1.2507200503,9.2913355591
1520527960521228167,-0.1554341732,-0.1128028016,-0.1088196753,0.1660616433,-1.3790197399,9.3540960580
1520527960526243167,-0.1504283789,-0.1232710078,-0.1162137801,0.0482100075,-1.4341710207,9.4331605880
1520527960531259167,-0.1489496008,-0.1363455708,-0.1301144599,0.0626408200,-1.5169128338,9.4563436908
1520527960536276167,-0.1449594615,-0.1502918460,-0.1445675681,0.1889104299,-1.6356375700,9.4215282498
1520527960541292167,-0.1442336273,-0.1683457364,-0.1490355339,0.3825238317,-1.7747529384,9.3279700067
1520527960546307167,-0.1419913047,-0.1858424906,-0.1437622016,0.6025937231,-1.9042772439,9.2515770570
1520527960551324167,-0.1407482929,-0.2030664648,-0.1317211319,0.7733583384,-2.0325985689,9.1500956782
1520527960556339167,-0.1399914406,-0.2141985128,-0.1096222459,0.8407021303,-2.1225393457,9.0635292429
1520527960561355167,-0.1374631824,-0.2180532712,-0.0844950449,0.8322841563,-2.1225386900,9.0415304431
1520527960566371167,-0.1339225976,-0.2151992358,-0.0617534929,0.7853840155,-2.1249333181,9.0338542713
1520527960571387167,-0.1336465611,-0.2088418532,-0.0419552013,0.6891785985,-2.1237266849,9.0708159691
1520527960576402167,-0.1323597387,-0.1972340563,-0.0240125824,0.5508833115,-2.0745511567,9.1615991921
1520527960581419167,-0.1275544621,-0.1829914938,-0.0101146783,0.3632827482,-2.0109821033,9.2110111081
1520527960586435167,-0.1270264485,-0.1693188054,-0.0016242040,0.2093540810,-2.0001778510,9.2961731960
1520527960591450167,-0.1277577791,-0.1541736612,0.0009277097,0.0927050128,-1.9701902554,9.3274950958
1520527960596467167,-0.1287492411,-0.1416335939,-0.0030330192,0.0818819034,-1.8946435658,9.3774989629
1520527960601483167,-0.1284861418,-0.1293793198,-0.0088921260,0.0854896066,-1.8766567404,9.3530412846
1520527960606499167,-0.1274602193,-0.1121784977,-0.0120093816,0.1756821850,-1.8023170586,9.3695230657
1520527960611513167,-0.1244210089,-0.0952791990,-0.0110744057,0.2562542218,-1.7747431041,9.3756847958
1520527960616529167,-0.1188653328,-0.0751707721,-0.0112018266,0.3392313940,-1.7651564433,9.3225713143
1520527960621547167,-0.1163218163,-0.0544894989,-0.0080726499,0.4691087070,-1.7711622607,9.3201508709
1520527960626561167,-0.1142802858,-0.0349812450,-0.0022459732,0.5689218272,-1.7711700344,9.2819907447
1520527960631577167,-0.1099755762,-0.0166478411,0.0073552533,0.6567092702,-1.7567871865,9.2543929326
1520527960636594167,-0.1066700322,0.0069337326,0.0156456327,0.7793711769,-1.7579958803,9.2055522840
1520527960641609167,-0.1046157957,0.0325464930,0.0269299121,0.7553198227,-1.7472017433,9.2104244369
1520527960646625167,-0.1038255727,0.0540859336,0.0357504889,0.7481044164,-1.7280149345,9.2418538446
1520527960651642167,-0.1022824215,0.0747507875,0.0448335422,0.7661429321,-1.6416782289,9.2090540456
1520527960656656167,-0.1052695100,0.0913388565,0.0522705979,0.7000017079,-1.6128937075,9.2050211837
1520527960661672167,-0.1072617805,0.1024004828,0.0561464515,0.6867734630,-1.5385459710,9.1504566745
1520527960666688167,-0.1054891006,0.1099662433,0.0602591731,0.6795580568,-1.4462115964,9.1039511075
1520527960671705167,-0.1107632985,0.1114174562,0.0616328192,0.6446835931,-1.4174295101,9.0089666858
1520527960676720167,-0.1130144342,0.1172355194,0.0649280322,0.6855708953,-1.4126361329,8.9492946948
1520527960681736167,-0.1175377700,0.1169409059,0.0654753019,0.6290502128,-1.4617964882,8.9045691612
1520527960686752167,-0.1210564397,0.1157703472,0.0668256731,0.6206322388,-1.5493330835,8.7954949266
1520527960691768167,-0.1215575437,0.1160578927,0.0681815592,0.6398733222,-1.6284778500,8.8000333980
1520527960696784167,-0.1253265871,0.1160549590,0.0687296518,0.6170245357,-1.6752425470,8.7828692389
1520527960701801167,-0.1263325312,0.1151789547,0.0692659412,0.6025937231,-1.7292027421,8.8004944792
1520527960706815167,-0.1258306392,0.1140106998,0.0703382990,0.5677192594,-1.7315983068,8.7706205217
1520527960711831167,-0.1268353092,0.1134231663,0.0719589951,0.5196165509,-1.7028151903,8.8070871224
1520527960716848167,-0.1233150164,0.1140029432,0.0735801825,0.5087934415,-1.6452556070,8.7513534298
1520527960721864167,-0.1220523594,0.1198369534,0.0714579435,0.4618933007,-1.5804983714,8.7192067520
