#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520527962404532414,-0.1506932438,-0.0783587106,0.6606918403,0.9984607803,0.0160068771,0.0011920106,-0.0530888808
1520527962412865414,-0.1498620183,-0.0752863893,0.6619056580,0.9984508789,0.0156290126,0.0010601082,-0.0533896294
1520527962421198414,-0.1490785398,-0.0722541642,0.6631899952,0.9984277365,0.0148602447,0.0026182190,-0.0539849331
1520527962429532414,-0.1481888519,-0.0694287058,0.6641897689,0.9984383877,0.0143712679,0.0025934456,-0.0539214869
1520527962437865414,-0.1473443789,-0.0667541178,0.6652341143,0.9983811464,0.0141679009,0.0019364468,-0.0550509523
1520527962446199414,-0.1466631736,-0.0640311408,0.6665336170,0.9984376746,0.0126095541,0.0021306727,-0.0543936515
1520527962454532414,-0.1457120240,-0.0614255822,0.6673032066,0.9984007585,0.0131468895,0.0021677305,-0.0549398366
1520527962462865414,-0.1450281407,-0.0591415814,0.6685280002,0.9983560330,0.0118954270,0.0015777348,-0.0560467746
1520527962471198414,-0.1446491206,-0.0563298828,0.6694953492,0.9983083419,0.0117399643,0.0031121115,-0.0568589698
1520527962479532414,-0.1437466064,-0.0540364381,0.6701949924,0.9983566934,0.0107575681,0.0025721557,-0.0562278536
1520527962487865414,-0.1432727653,-0.0516053714,0.6712132628,0.9983107284,0.0100886345,0.0029374326,-0.0571426327
1520527962496198414,-0.1422896515,-0.0494308083,0.6717913279,0.9983176538,0.0100323994,0.0015135421,-0.0570869713
1520527962504532414,-0.1419456927,-0.0475448062,0.6728421375,0.9983274387,0.0075194341,0.0029270465,-0.0572469713
1520527962512865414,-0.1412363974,-0.0452602620,0.6729404404,0.9982888713,0.0092251829,0.0019202617,-0.0577108140
1520527962521199414,-0.1406028723,-0.0434830859,0.6737792144,0.9982750872,0.0076340357,0.0018272893,-0.0581827534
1520527962529532414,-0.1402870981,-0.0414691263,0.6741273499,0.9982108898,0.0076885906,0.0021180466,-0.0592572263
1520527962537865414,-0.1396984324,-0.0396307313,0.6745630788,0.9982317072,0.0078653464,0.0023241810,-0.0588743857
1520527962546198414,-0.1394464671,-0.0378089581,0.6751236245,0.9981929203,0.0075895247,0.0027278114,-0.0595470572
1520527962554532414,-0.1388911186,-0.0363237573,0.6752530624,0.9981927754,0.0072631624,0.0015789688,-0.0596316726
1520527962562865414,-0.1384912106,-0.0349331046,0.6754527314,0.9982118232,0.0071040709,0.0012213911,-0.0593396691
1520527962571199414,-0.1382299845,-0.0335675265,0.6757259927,0.9981509366,0.0060770373,0.0002484341,-0.0604790521
1520527962579532414,-0.1380754968,-0.0322198424,0.6759634756,0.9981190931,0.0064164442,0.0002199653,-0.0609676705
1520527962587865414,-0.1377894169,-0.0309430541,0.6760843808,0.9981092041,0.0064370793,-0.0003027558,-0.0611268270
1520527962596198414,-0.1379392410,-0.0297725358,0.6764127151,0.9980290392,0.0063432907,0.0002302357,-0.0624319356
1520527962604532414,-0.1374291388,-0.0289079018,0.6762523227,0.9980776231,0.0069345735,-0.0010695499,-0.0615778050
1520527962612865414,-0.1373407375,-0.0279165346,0.6762889167,0.9980484025,0.0077565416,-0.0016644640,-0.0619390974
1520527962621198414,-0.1372866416,-0.0273027867,0.6765280051,0.9980421396,0.0074106703,-0.0024899335,-0.0620545707
1520527962629532414,-0.1372190601,-0.0266102378,0.6765436209,0.9980536174,0.0082031227,-0.0028660449,-0.0617533103
1520527962637865414,-0.1372101770,-0.0261206845,0.6766351257,0.9980425639,0.0086727355,-0.0035277211,-0.0618334826
1520527962646199414,-0.1371789314,-0.0257407930,0.6767221904,0.9980568473,0.0088043413,-0.0039980925,-0.0615550845
1520527962654532414,-0.1371589798,-0.0253694509,0.6767596171,0.9980824709,0.0096320339,-0.0042754044,-0.0609944755
1520527962662865414,-0.1371680177,-0.0250561321,0.6768690845,0.9981053745,0.0102664234,-0.0047248658,-0.0604808854
1520527962671198414,-0.1373702596,-0.0247634346,0.6768627977,0.9981309155,0.0112304652,-0.0048953379,-0.0598714281
1520527962679532414,-0.1372520539,-0.0249366142,0.6771391340,0.9981800721,0.0104954178,-0.0059619482,-0.0590833735
1520527962687865414,-0.1372939225,-0.0250042560,0.6773078788,0.9981869712,0.0107211050,-0.0067047841,-0.0588461923
1520527962696199414,-0.1373171155,-0.0251656589,0.6774655862,0.9982280456,0.0107570934,-0.0069770436,-0.0581065814
1520527962704532414,-0.1373281040,-0.0254385421,0.6775873984,0.9982723975,0.0107174810,-0.0074658599,-0.0572853991
1520527962712865414,-0.1373483563,-0.0258239512,0.6776946519,0.9983186196,0.0105513356,-0.0078484391,-0.0564535661
1520527962721198414,-0.1373675138,-0.0264628039,0.6778210899,0.9983847463,0.0105553246,-0.0081801410,-0.0552229008
1520527962729532414,-0.1374341250,-0.0270745703,0.6778966376,0.9984322470,0.0101962594,-0.0085740332,-0.0543651585
1520527962737865414,-0.1377825204,-0.0277737524,0.6779094812,0.9984690144,0.0097207787,-0.0079481262,-0.0538698521
1520527962746198414,-0.1377860752,-0.0287629973,0.6780562385,0.9984962640,0.0093006169,-0.0080561413,-0.0534210426
1520527962754532414,-0.1376900350,-0.0300024125,0.6783293450,0.9985240259,0.0079065822,-0.0081315365,-0.0531143458
1520527962762865414,-0.1377322578,-0.0310940796,0.6784603977,0.9985741540,0.0073239255,-0.0077236530,-0.0523102694
1520527962771199414,-0.1378560442,-0.0323132304,0.6786092434,0.9985995601,0.0070619751,-0.0072389739,-0.0519292239
1520527962779532414,-0.1380230575,-0.0335268192,0.6787717119,0.9986536958,0.0062426656,-0.0062908988,-0.0511101716
1520527962787865414,-0.1383336379,-0.0348188515,0.6787693066,0.9986657973,0.0059726783,-0.0053880241,-0.0510090348
1520527962796198414,-0.1384051420,-0.0365226683,0.6792293467,0.9986747602,0.0032591812,-0.0043431277,-0.0511784946
1520527962804532414,-0.1386407519,-0.0378481356,0.6789209589,0.9986860700,0.0033434027,-0.0040055102,-0.0509795169
1520527962812865414,-0.1388373993,-0.0397281519,0.6792931474,0.9987191719,0.0015022079,-0.0028027846,-0.0504965692
1520527962821199414,-0.1390202566,-0.0413742514,0.6793216554,0.9987619926,-0.0000595998,-0.0011508125,-0.0497308176
1520527962829532414,-0.1390374464,-0.0433637608,0.6791171020,0.9987803914,-0.0009114671,-0.0008440893,-0.0493577406
1520527962837865414,-0.1395265392,-0.0449541081,0.6790869598,0.9987590706,-0.0013371091,0.0011654820,-0.0497712035
1520527962846198414,-0.1395941494,-0.0470440649,0.6786778420,0.9987871947,-0.0022647348,0.0020126440,-0.0491422419
1520527962854532414,-0.1400076083,-0.0488521956,0.6785177888,0.9987797212,-0.0019298109,0.0041511226,-0.0491743079
1520527962862865414,-0.1400521495,-0.0512129369,0.6780654906,0.9988041877,-0.0028191060,0.0052333078,-0.0485268978
1520527962871198414,-0.1403576457,-0.0533109814,0.6776085095,0.9988305913,-0.0030082432,0.0063988535,-0.0478273454
1520527962879532414,-0.1406414658,-0.0557682086,0.6771523579,0.9988426043,-0.0032316842,0.0079527281,-0.0473261251
1520527962887865414,-0.1411049249,-0.0580393402,0.6767671205,0.9988379836,-0.0027932748,0.0101912757,-0.0470214628
1520527962896199414,-0.1414016375,-0.0603798041,0.6761098118,0.9988528641,-0.0016626228,0.0113330695,-0.0464946563
1520527962904532414,-0.1414559648,-0.0630379729,0.6754694158,0.9989086638,-0.0007972524,0.0130201801,-0.0448477489
1520527962912865414,-0.1419529659,-0.0655781792,0.6749574484,0.9989058299,-0.0008119088,0.0141510920,-0.0445671444
1520527962921198414,-0.1425496519,-0.0682271136,0.6746351790,0.9988592729,-0.0006511142,0.0154859867,-0.0451653988
1520527962929532414,-0.1427317289,-0.0710160040,0.6740979706,0.9989254858,0.0000470277,0.0162757579,-0.0433932162
1520527962937865414,-0.1427976047,-0.0739727686,0.6734811029,0.9989774168,0.0006106840,0.0163897595,-0.0421322147
1520527962946199414,-0.1438454972,-0.0765879124,0.6731753700,0.9989029146,0.0001352610,0.0177867238,-0.0433195256
1520527962954532414,-0.1438240373,-0.0796014257,0.6724040238,0.9989955188,0.0008027403,0.0171140758,-0.0414055232
1520527962962865414,-0.1443720144,-0.0823408404,0.6720791228,0.9990005737,0.0003832141,0.0177613099,-0.0410151530
1520527962971198414,-0.1446542897,-0.0855487298,0.6716514176,0.9990700942,0.0000288662,0.0176530324,-0.0393359441
1520527962979532414,-0.1450692031,-0.0886227655,0.6709090495,0.9990537644,0.0011200555,0.0179809607,-0.0395854302
1520527962987865414,-0.1456243473,-0.0915520257,0.6701405463,0.9990715652,0.0010671800,0.0176449390,-0.0392877193
1520527962996198414,-0.1462171679,-0.0948234669,0.6698335165,0.9990783737,0.0002657124,0.0184424705,-0.0387583255
1520527963004532414,-0.1468634869,-0.0978947071,0.6690689962,0.9990778327,-0.0000068808,0.0183891652,-0.0387984891
1520527963012865414,-0.1474044389,-0.1014087410,0.6684752006,0.9991085819,-0.0006589134,0.0180681870,-0.0381464018
1520527963021199414,-0.1478556899,-0.1047416172,0.6677192903,0.9991584846,-0.0000980559,0.0173283872,-0.0371758001
1520527963029532414,-0.1484368204,-0.1081017785,0.6670773913,0.9991809938,0.0004856421,0.0175994138,-0.0364330400
1520527963037865414,-0.1488345314,-0.1112934982,0.6664640246,0.9992325050,-0.0000671840,0.0165979339,-0.0354810519
1520527963046198414,-0.1494108298,-0.1150258567,0.6655832258,0.9992326069,-0.0002501400,0.0168655454,-0.0353509269
1520527963054532414,-0.1501437162,-0.1186071945,0.6645602820,0.9992749713,-0.0005250715,0.0168996456,-0.0341124320
1520527963062865414,-0.1509421660,-0.1226451008,0.6639179907,0.9992704543,-0.0010517151,0.0161992968,-0.0345692903
1520527963071199414,-0.1512758680,-0.1261785132,0.6627919827,0.9993080695,-0.0002265834,0.0164994916,-0.0333331315
1520527963079532414,-0.1518008586,-0.1298505761,0.6619085855,0.9993778760,-0.0000801217,0.0158986852,-0.0314815255
1520527963087865414,-0.1525240447,-0.1336061961,0.6610608519,0.9993814058,-0.0000338821,0.0166396837,-0.0309826653
1520527963096198414,-0.1530743911,-0.1377220581,0.6598755825,0.9993787762,-0.0001470974,0.0165192295,-0.0311312551
1520527963104532414,-0.1536443050,-0.1414027654,0.6590292232,0.9994105111,-0.0003584652,0.0163692354,-0.0301753210
1520527963112865414,-0.1546396616,-0.1460709467,0.6584295869,0.9994054034,-0.0012610714,0.0155938485,-0.0307259046
1520527963121198414,-0.1554871243,-0.1499782060,0.6570059033,0.9994083186,0.0004359040,0.0164258187,-0.0302161424
1520527963129532414,-0.1555831647,-0.1542772026,0.6558718282,0.9994917711,-0.0010331029,0.0167703692,-0.0270903487
1520527963137865414,-0.1564660314,-0.1585686526,0.6548564264,0.9994887750,-0.0017502907,0.0161919078,-0.0275126760
1520527963146199414,-0.1573872829,-0.1625609889,0.6535099656,0.9994657909,-0.0019259352,0.0169989346,-0.0278470800
1520527963154532414,-0.1581477656,-0.1667081655,0.6520098225,0.9994899495,0.0002481884,0.0160260807,-0.0276214423
1520527963162865414,-0.1583836798,-0.1712506305,0.6506703999,0.9995475113,0.0001177424,0.0147590020,-0.0262093608
1520527963171198414,-0.1595077165,-0.1753214011,0.6493349995,0.9995280612,0.0005910790,0.0158428024,-0.0263118054
1520527963179532414,-0.1602698768,-0.1794434471,0.6475540567,0.9995482605,0.0002718633,0.0161645427,-0.0253359136
1520527963187865414,-0.1604834863,-0.1837649887,0.6459856908,0.9996015724,0.0014444205,0.0148570643,-0.0239557437
1520527963196199414,-0.1612833131,-0.1879656917,0.6445616926,0.9996027019,0.0010440906,0.0140151484,-0.0244320236
1520527963204532414,-0.1618021488,-0.1924492768,0.6430969946,0.9996180599,0.0023807512,0.0153487846,-0.0228578477
1520527963212865414,-0.1625916161,-0.1970984236,0.6415718767,0.9996231875,0.0019380149,0.0150796263,-0.0228545840
1520527963221198414,-0.1631537404,-0.2012198194,0.6397692841,0.9996436216,0.0034467593,0.0151865269,-0.0216822291
1520527963229532414,-0.1640259585,-0.2059180545,0.6382829664,0.9996346016,0.0033886443,0.0159312748,-0.0215725499
1520527963237865414,-0.1644647565,-0.2104308154,0.6367161547,0.9996734659,0.0034264102,0.0154339502,-0.0200752179
1520527963246198414,-0.1653531181,-0.2152508749,0.6354997044,0.9996846558,0.0015807596,0.0154752929,-0.0197130778
1520527963254532414,-0.1657179195,-0.2198813471,0.6338647971,0.9997181387,0.0017243239,0.0150927058,-0.0182450027
1520527963262865414,-0.1668276585,-0.2244078116,0.6321981666,0.9996747570,0.0033760749,0.0156401798,-0.0198586775
1520527963271199414,-0.1668773017,-0.2297112631,0.6310554936,0.9997531646,0.0018811691,0.0154810746,-0.0158242685
1520527963279532414,-0.1675110319,-0.2339575365,0.6291376150,0.9997657531,0.0044688424,0.0157292311,-0.0141795486
1520527963287865414,-0.1683950755,-0.2383283824,0.6274988360,0.9997670286,0.0046243135,0.0149165117,-0.0148997258
1520527963296198414,-0.1687516792,-0.2428044324,0.6256633569,0.9997817775,0.0063937716,0.0150659700,-0.0129820517
1520527963304532414,-0.1696285886,-0.2470652724,0.6243480414,0.9997654129,0.0057672482,0.0157526155,-0.0137008422
1520527963312865414,-0.1706282116,-0.2509195288,0.6223916026,0.9997602081,0.0076008568,0.0141410704,-0.0148923916
1520527963321199414,-0.1709200348,-0.2564971401,0.6214676421,0.9997852290,0.0046506485,0.0161362022,-0.0121445605
1520527963329532414,-0.1720354644,-0.2606839202,0.6195784508,0.9997730656,0.0049297502,0.0169342923,-0.0119475761
1520527963337865414,-0.1728959681,-0.2645159966,0.6175345883,0.9997540997,0.0083125085,0.0161500825,-0.0127207353
1520527963346198414,-0.1736851531,-0.2698259336,0.6167542831,0.9997383047,0.0066192243,0.0162566196,-0.0146707272
1520527963354532414,-0.1741678784,-0.2734934787,0.6144493263,0.9997422916,0.0102104689,0.0130776226,-0.0154942728
1520527963362865414,-0.1751846724,-0.2782829136,0.6131162451,0.9997462081,0.0087735495,0.0131349189,-0.0160629417
1520527963371198414,-0.1758237394,-0.2832743128,0.6120629174,0.9997613161,0.0059309063,0.0156751063,-0.0140152173
1520527963379532414,-0.1768725773,-0.2855186108,0.6089564747,0.9996179858,0.0150519945,0.0136964536,-0.0187009893
1520527963387865414,-0.1776717760,-0.2903070102,0.6076200919,0.9996642874,0.0127758896,0.0138381961,-0.0177930745
1520527963396199414,-0.1775675520,-0.2953623035,0.6063304549,0.9997743832,0.0096833612,0.0148806971,-0.0116610499
1520527963404532414,-0.1786130079,-0.2988526332,0.6048042987,0.9997140203,0.0104511065,0.0163923219,-0.0139263685
1520527963412865414,-0.1788972142,-0.3023124280,0.6027805076,0.9997355935,0.0117436044,0.0165549342,-0.0108057820
1520527963421198414,-0.1799948220,-0.3064836460,0.6012678978,0.9997057535,0.0116042872,0.0185089702,-0.0105434815
1520527963429532414,-0.1809830000,-0.3091691621,0.5992231238,0.9996194064,0.0162715600,0.0166764569,-0.0147707332
1520527963437865414,-0.1820025327,-0.3131537599,0.5983018252,0.9996254663,0.0145209491,0.0172487565,-0.0155096607
1520527963446199414,-0.1816155204,-0.3175725026,0.5973036441,0.9997313652,0.0103298098,0.0193300142,-0.0075394355
1520527963454532414,-0.1820989979,-0.3217585977,0.5960233240,0.9997069382,0.0115921276,0.0191793246,-0.0091549864
1520527963462865414,-0.1826985317,-0.3251991188,0.5947730327,0.9997268360,0.0107860816,0.0187215402,-0.0089116591
1520527963554532414,-0.1901002701,-0.3601746185,0.5795828134,0.9995903028,0.0089950570,0.0259019071,-0.0082101611
1520527963562865414,-0.1889675367,-0.3655211535,0.5801121376,0.9997645774,-0.0001634512,0.0208881472,-0.0058692669
1520527963571199414,-0.1911111790,-0.3658579341,0.5770797291,0.9995906720,0.0110740806,0.0233583906,-0.0122571901
1520527963579532414,-0.1905943611,-0.3675903734,0.5750818354,0.9986796804,-0.0222626295,0.0410595780,0.0213864983
1520527963587865414,-0.1911439232,-0.3741245033,0.5764759706,0.9997154377,-0.0027032395,0.0233731266,-0.0039284840
1520527963596198414,-0.1916232289,-0.3734088001,0.5731081081,0.9996933267,0.0098877916,0.0219673389,-0.0057376012
1520527963921198414,-0.1990691038,-0.3705767659,0.5565306195,0.9992052287,0.0348427641,0.0180845115,-0.0069168691
1520527963929532414,-0.1982416823,-0.3741220119,0.5618324388,0.9998530707,0.0039697813,0.0161068748,-0.0043181615
1520527963937865414,-0.1969694088,-0.3682496340,0.5613197443,0.9996186391,0.0242256531,0.0076777018,-0.0108049564
1520527964004532414,-0.1950838216,-0.3450090059,0.5719532961,0.9996521797,0.0191625863,0.0112134635,-0.0142328161
1520527964012865414,-0.1950045034,-0.3406609827,0.5727724554,0.9996119064,0.0210454724,0.0114967407,-0.0141756700
1520527964054532414,-0.1934985492,-0.3226151959,0.5815389784,0.9995425042,0.0186615545,0.0139942435,-0.0192533047
1520527964062865414,-0.1925667940,-0.3185093394,0.5830280985,0.9995691895,0.0189745573,0.0132534406,-0.0180484848
1520527964129532414,-0.1894438235,-0.2850844729,0.5996801735,0.9993554757,0.0179861462,0.0177809300,-0.0254748949
1520527964137865414,-0.1889333771,-0.2809809949,0.6021447420,0.9993696117,0.0158434934,0.0181748801,-0.0260583337
1520527964146199414,-0.1885449541,-0.2765026880,0.6044559829,0.9993327000,0.0151154633,0.0199383423,-0.0266108995
1520527964154532414,-0.1879151152,-0.2721139348,0.6069191787,0.9993426268,0.0128973061,0.0223575307,-0.0254580926
1520527964162865414,-0.1867867997,-0.2688057452,0.6098082729,0.9994876502,0.0068033756,0.0226313709,-0.0215863883
1520527964171198414,-0.1861597877,-0.2642317818,0.6119241028,0.9994408039,0.0065276142,0.0232503230,-0.0231277393
1520527964179532414,-0.1853485886,-0.2593483166,0.6138743734,0.9993474035,0.0084797483,0.0246367944,-0.0250177790
1520527964187865414,-0.1846938856,-0.2546836648,0.6159219432,0.9994026256,0.0051995513,0.0240584419,-0.0242600063
1520527964196199414,-0.1838861349,-0.2500144655,0.6180271321,0.9993548342,0.0058145920,0.0256320947,-0.0244765536
1520527964204532414,-0.1831540083,-0.2455782316,0.6200409897,0.9993573962,0.0047721723,0.0257225239,-0.0245025075
1520527964212865414,-0.1825942954,-0.2403708203,0.6218796915,0.9992845511,0.0042618160,0.0262224782,-0.0269184778
1520527964221198414,-0.1818193655,-0.2356457904,0.6240130246,0.9992426408,0.0041151664,0.0264276584,-0.0282628586
1520527964229532414,-0.1809363722,-0.2306518663,0.6257583711,0.9992637071,0.0046367548,0.0260761135,-0.0277593313
1520527964237865414,-0.1798237280,-0.2262792711,0.6278994549,0.9992428646,0.0030000971,0.0274512442,-0.0274066827
1520527964246198414,-0.1793433291,-0.2213070866,0.6297968179,0.9991212464,0.0031816140,0.0283519840,-0.0307046803
1520527964254532414,-0.1785730188,-0.2161469642,0.6313000292,0.9990687056,0.0050128587,0.0288252722,-0.0317127179
1520527964262865414,-0.1776231936,-0.2115599193,0.6331357447,0.9989861858,0.0067342469,0.0298469328,-0.0330213748
1520527964271199414,-0.1767847417,-0.2069391002,0.6349805590,0.9989573797,0.0047799673,0.0298932580,-0.0341716035
1520527964279532414,-0.1760198819,-0.2017950305,0.6361664096,0.9989050591,0.0082178418,0.0284669768,-0.0362047130
1520527964287865414,-0.1751670774,-0.1968914022,0.6375857488,0.9989013193,0.0077168099,0.0287280511,-0.0362119336
1520527964296198414,-0.1745539546,-0.1922009483,0.6392042596,0.9988307935,0.0072042507,0.0285036537,-0.0383755970
1520527964304532414,-0.1735605515,-0.1876254111,0.6405824546,0.9988483958,0.0075437049,0.0270939465,-0.0388702032
1520527964312865414,-0.1727403200,-0.1829214833,0.6417130143,0.9988327683,0.0090973948,0.0271797186,-0.0388793174
1520527964321199414,-0.1718861726,-0.1782831414,0.6428184314,0.9988280761,0.0095218299,0.0262565216,-0.0395272590
1520527964329532414,-0.1712695368,-0.1735707555,0.6436229673,0.9987190164,0.0121399230,0.0267458398,-0.0412020449
